id,name,toolindex_page,url,category,email,linkedin,email_source,fetched_date,is_claimed,founder_name
"102","Ai pet portrait generator","https://strategic-flow-audit.replit.app/directory/ai-pet-portrait-generator-102","https://aipetportraitgenerator.org","AI Tools","support@aipetportraitgenerator.org",,"https://aipetportraitgenerator.org","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"276","Airtable","https://strategic-flow-audit.replit.app/directory/airtable-276","https://airtable.com","AI Tools","privacy@airtable.com","https://www.linkedin.com/company/airtable/","https://airtable.com/privacy","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"202","All MCPs","https://strategic-flow-audit.replit.app/directory/all-mcps-202","https://allmcps.com","AI Tools","contact@allmcps.com",,"https://allmcps.com/privacy","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"272","Anthropic","https://strategic-flow-audit.replit.app/directory/anthropic-272","https://anthropic.com","AI Tools","privacy@anthropic.com","https://www.linkedin.com/company/anthropicresearch/","https://anthropic.com/privacy","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"173","AppLaunchFlow","https://strategic-flow-audit.replit.app/directory/applaunchflow-173","https://applaunchflow.com","AI Tools","yannick@applaunchflow.com","https://www.linkedin.com/company/applaunchflow/","https://applaunchflow.com/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"647","ArrayCat","https://strategic-flow-audit.replit.app/directory/arraycat-647","https://arraycat.com","Other","jouni@arraycat.com",,"https://arraycat.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"496","Asmrvideo","https://strategic-flow-audit.replit.app/directory/asmrvideo-496","https://asmrvideo.ai","AI Tools","hi@asmrvideo.ai",,"https://asmrvideo.ai","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"120","AuditBadger","https://strategic-flow-audit.replit.app/directory/auditbadger-120","https://auditbadger.com","AI Tools","hello@auditbadger.com","https://www.linkedin.com/company/auditbadger/","https://auditbadger.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"562","Autelpilot","https://strategic-flow-audit.replit.app/directory/autelpilot-562","https://autelpilot.com/","Other","sales@autelpilot.com",,"https://autelpilot.com/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"147","AvenChat Gemma 4","https://strategic-flow-audit.replit.app/directory/avenchat-gemma-4-147","https://avenchat.com/","Other","hi@avenchat.com",,"https://avenchat.com/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"495","BG Remove Pro","https://strategic-flow-audit.replit.app/directory/bg-remove-pro-495","https://bgremovepro.com","Other","support@bgremovepro.com",,"https://bgremovepro.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"215","BeTopSEO","https://strategic-flow-audit.replit.app/directory/betopseo-215","https://betopseo.com","Design","info@betopseo.com",,"https://betopseo.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"706","Blix","https://strategic-flow-audit.replit.app/directory/blix-706","https://blix.ai","AI Tools","info@blix.ai","https://www.linkedin.com/company/blix-ai/","https://blix.ai","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"205","Briefix","https://strategic-flow-audit.replit.app/directory/briefix-205","https://www.briefixapp.online/","AI Tools","muneebmuhammad444@gmail.com",,"https://www.briefixapp.online/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"475","BudgetNest","https://strategic-flow-audit.replit.app/directory/budgetnest-475","https://www.budgetnest.uk/","Finance","hello@budgetnest.uk",,"https://www.budgetnest.uk/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"253","Cal.com","https://strategic-flow-audit.replit.app/directory/cal-com-253","https://cal.com","Developer Tools","support@cal.com",,"https://cal.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"194","Camprtron","https://strategic-flow-audit.replit.app/directory/camprtron-194","https://camprtron.com","Other","social@camprtron.com",,"https://camprtron.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"209","CaseFunders","https://strategic-flow-audit.replit.app/directory/casefunders-209","https://www.casefunders.com/","Finance","you@lawfirm.com",,"https://www.casefunders.com/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"685","CertPilot","https://strategic-flow-audit.replit.app/directory/certpilot-685","https://certpilot.app","Productivity","alex@certpilot.app",,"https://certpilot.app","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"668","CheckViral","https://strategic-flow-audit.replit.app/directory/checkviral-668","https://checkviral.ai","AI Tools","support@checkviral.ai",,"https://checkviral.ai","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"565","CineThink","https://strategic-flow-audit.replit.app/directory/cinethink-565","https://seedance2video.pro/","AI Tools","support@seedance2video.pro",,"https://seedance2video.pro/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"197","ClashPop","https://strategic-flow-audit.replit.app/directory/clashpop-197","https://clashpop.app/","Other","info@clashpop.app",,"https://clashpop.app/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"628","ClickTerm","https://strategic-flow-audit.replit.app/directory/clickterm-628","https://clickterm.com","Other","sales@clickterm.com","https://www.linkedin.com/company/clickterm/","https://clickterm.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"584","Cohere","https://strategic-flow-audit.replit.app/directory/cohere-584","https://cohere.ai","AI Tools","support@cohere.com","https://www.linkedin.com/company/cohere-ai/","https://cohere.ai","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"196","ColdCraft","https://strategic-flow-audit.replit.app/directory/coldcraft-196","https://hgsstrategic.com/coldcraft","AI Tools","strategic@hgsstrategic.com",,"https://hgsstrategic.com/coldcraft","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"46","Contract Aura","https://strategic-flow-audit.replit.app/directory/contract-aura-46","https://contractaura.com","AI Tools","praneetbrar7@gmail.com",,"https://contractaura.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"487","Convo","https://strategic-flow-audit.replit.app/directory/convo-487","https://www.itsconvo.com/","AI Tools","you@company.com","https://www.linkedin.com/in/markus-kellermann/","https://www.itsconvo.com/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"674","CreatOK","https://strategic-flow-audit.replit.app/directory/creatok-674","https://www.creatok.ai","AI Tools","support@creatok.ai",,"https://www.creatok.ai","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"40","Crevas AI","https://strategic-flow-audit.replit.app/directory/crevas-ai-40","https://crevas.ai","AI Tools","mailto:hi@crevas.ai",,"https://crevas.ai","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"259","Crisp","https://strategic-flow-audit.replit.app/directory/crisp-259","https://crisp.chat","Other","dpo@crisp.chat","https://www.linkedin.com/company/crisp-im/","https://crisp.chat/privacy","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"224","Cursor","https://strategic-flow-audit.replit.app/directory/cursor-224","https://cursor.com","AI Tools","hi@cursor.com","https://www.linkedin.com/company/cursorai/","https://cursor.com/privacy","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"452","CustomSong","https://strategic-flow-audit.replit.app/directory/customsong-452","https://customsong.app","AI Tools","support@customsong.app",,"https://customsong.app","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"47","Cyberbara","https://strategic-flow-audit.replit.app/directory/cyberbara-47","https://cyberbara.com?utm_source=directory","AI Tools","support@cyberbara.com","https://www.linkedin.com/in/zhixiong-lu-254a69a3/","https://cyberbara.com?utm_source=directory","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"687","DPP Hero","https://strategic-flow-audit.replit.app/directory/dpp-hero-687","https://dpphero.com","Other","hello@dpphero.com","https://www.linkedin.com/company/dpphero/","https://dpphero.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"112","Davinci Resolve","https://strategic-flow-audit.replit.app/directory/davinci-resolve-112","https://www.blackmagicdesign.com/products/davinciresolve","Design","arrow-down-footer@2x.png","https://www.linkedin.com/company/blackmagic-design/","https://www.blackmagicdesign.com/products/davinciresolve","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"111","Deep Wave Human Braiding Hair","https://strategic-flow-audit.replit.app/directory/deep-wave-human-braiding-hair-111","https://aizabeauty.com/deep-wave-bulk-human-braiding-hair-for-boho-braids/","Design","service@aizabeauty.com",,"https://aizabeauty.com/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"45","DeepSeek Video","https://strategic-flow-audit.replit.app/directory/deepseek-video-45","https://deepseekvideo.org/","AI Tools","support@deepseekvideo.org",,"https://deepseekvideo.org/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"614","DocuGenerate","https://strategic-flow-audit.replit.app/directory/docugenerate-614","https://www.docugenerate.com","Developer Tools","support@docugenerate.com","https://www.linkedin.com/company/docugenerate/","https://www.docugenerate.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"482","Dpboss","https://strategic-flow-audit.replit.app/directory/dpboss-482","https://sattamatkadpboss.co/","Other","support@sattamatkadpboss.mobi",,"https://sattamatkadpboss.co/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"220","DrillFlow","https://strategic-flow-audit.replit.app/directory/drillflow-220","https://drillflow.de","Other","support@drillflow.de",,"https://drillflow.de","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"704","Ecommerce Leads","https://strategic-flow-audit.replit.app/directory/ecommerce-leads-704","https://getecommerceleads.com?utm_campaign=twelvetools","Other","diogo@getecommerceleads.com","https://www.linkedin.com/in/ciaranoglesby/","https://getecommerceleads.com?utm_campaign=twelvetools","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"573","Eleidon","https://strategic-flow-audit.replit.app/directory/eleidon-573","https://eleidon.com","Other","support@eleidon.com",,"https://eleidon.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"226","ElevenLabs","https://strategic-flow-audit.replit.app/directory/elevenlabs-226","https://elevenlabs.io","AI Tools","legal@elevenlabs.io","https://www.linkedin.com/in/piotr-dabkowski-50222bba/","https://elevenlabs.io/privacy","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"270","Fathom","https://strategic-flow-audit.replit.app/directory/fathom-270","https://fathom.video","AI Tools","help@fathom.video","https://www.linkedin.com/company/fathom-video/","https://fathom.video/support","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"648","FeaturePulse","https://strategic-flow-audit.replit.app/directory/featurepulse-648","https://featurepul.se","Developer Tools","alexnsbmr@gmail.com",,"https://featurepul.se","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"38","Feedspace","https://strategic-flow-audit.replit.app/directory/feedspace-38","https://www.feedspace.io/","Other","support@feedspace.io","https://www.linkedin.com/company/getfeedspace/","https://www.feedspace.io/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"233","Figma","https://strategic-flow-audit.replit.app/directory/figma-233","https://figma.com","Design","press@figma.com","https://www.linkedin.com/company/figma/","https://figma.com/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"73","FilePulse","https://strategic-flow-audit.replit.app/directory/filepulse-73","https://www.filepulse.io/","Other","support@filepulse.io",,"https://www.filepulse.io/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"180","Finzen","https://strategic-flow-audit.replit.app/directory/finzen-180","https://finzen.org/","Analytics","hi@finzen.org","https://www.linkedin.com/company/finzen-org/","https://finzen.org/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"223","FleetStart Radar","https://strategic-flow-audit.replit.app/directory/fleetstart-radar-223","https://fleetstart.digidentai.com","Marketing","digidentai@proton.me",,"https://fleetstart.digidentai.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"567","Flux Kontext AI","https://strategic-flow-audit.replit.app/directory/flux-kontext-ai-567","https://kontext-ai.com/","AI Tools","support@kontext-ai.com",,"https://kontext-ai.com/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"626","Fokal","https://strategic-flow-audit.replit.app/directory/fokal-626","https://www.fokal.com","AI Tools","hello@fokal.com","https://www.linkedin.com/company/fokal-labs/","https://www.fokal.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"80","Folify","https://strategic-flow-audit.replit.app/directory/folify-80","https://folify.me","Developer Tools","hello@folify.me","https://www.linkedin.com/company/folify/","https://folify.me","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"508","FormFlux","https://strategic-flow-audit.replit.app/directory/formflux-508","https://formflux.io","Other","support@formflux.io",,"https://formflux.io","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"206","ForthWrite","https://strategic-flow-audit.replit.app/directory/forthwrite-206","https://forthwrite.ai","AI Tools","curtis@forthwrite.ai",,"https://forthwrite.ai/about","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"235","Framer","https://strategic-flow-audit.replit.app/directory/framer-235","https://framer.com","Design","abuse@framer.com","https://www.linkedin.com/company/framer/","https://framer.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"68","GPT Image 2","https://strategic-flow-audit.replit.app/directory/gpt-image-2-68","https://gptimage2.im/","AI Tools","support@gptimage2.im",,"https://gptimage2.im/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"532","GPT Image 2","https://strategic-flow-audit.replit.app/directory/gpt-image-2-532","https://image2maker.com/","AI Tools","support@image2maker.com",,"https://image2maker.com/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"533","GPT Image 2","https://strategic-flow-audit.replit.app/directory/gpt-image-2-533","https://gptimage-2.me/","AI Tools","support@gptimage-2.me",,"https://gptimage-2.me/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"65","GPT Image Prompts","https://strategic-flow-audit.replit.app/directory/gpt-image-prompts-65","https://gptimageprompts.com/","AI Tools","support@gptimageprompts.com",,"https://gptimageprompts.com/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"688","GenPPT","https://strategic-flow-audit.replit.app/directory/genppt-688","https://genppt.ai","AI Tools","hello@genppt.ai",,"https://genppt.ai","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"561","GenSong","https://strategic-flow-audit.replit.app/directory/gensong-561","https://gensong.ai/","AI Tools","support@gensong.ai",,"https://gensong.ai/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"267","Granola","https://strategic-flow-audit.replit.app/directory/granola-267","https://granola.so","AI Tools","hey@granola.so","https://www.linkedin.com/company/meetgranola/","https://granola.so/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"606","Greenmor Mail","https://strategic-flow-audit.replit.app/directory/greenmor-mail-606","https://greenmormail.com","Other","support@greenmormail.com","https://www.linkedin.com/company/greenmor-mail/","https://greenmormail.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"621","Growth Roles","https://strategic-flow-audit.replit.app/directory/growth-roles-621","https://www.growthroles.com/jobs","Other","hello@growthroles.com",,"https://www.growthroles.com/about","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"69","HEIC to PDF","https://strategic-flow-audit.replit.app/directory/heic-to-pdf-69","https://www.wps.com/tools/heic-to-pdf/","Developer Tools","press@wps.com",,"https://www.wps.com/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"122","HTMLSave","https://strategic-flow-audit.replit.app/directory/htmlsave-122","https://htmlsave.com/","Productivity","support@htmlsave.com",,"https://htmlsave.com/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"138","Happyhorses AI","https://strategic-flow-audit.replit.app/directory/happyhorses-ai-138","https://happyhorses-ai.pro/","AI Tools","support@happyhorses-ai.pro",,"https://happyhorses-ai.pro/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"677","Harmony AI","https://strategic-flow-audit.replit.app/directory/harmony-ai-677","https://harmony.com.ai","AI Tools","hello@useharmony.com","https://www.linkedin.com/company/harmonyplanner/","https://harmony.com.ai/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"189","Hayati AI Nexus","https://strategic-flow-audit.replit.app/directory/hayati-ai-nexus-189","https://www.hayatiainexus.com/","AI Tools","contact@hayatiainexus.com","https://www.linkedin.com/company/hayatiainexus/","https://www.hayatiainexus.com/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"594","Heroku","https://strategic-flow-audit.replit.app/directory/heroku-594","https://heroku.com","AI Tools","heroku-abuse@salesforce.com","https://www.linkedin.com/company/heroku/","https://heroku.com/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"639","HiFun AI","https://strategic-flow-audit.replit.app/directory/hifun-ai-639","https://hifun.ai","AI Tools","support@hifun.ai",,"https://hifun.ai","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"260","Highlight","https://strategic-flow-audit.replit.app/directory/highlight-260","https://highlight.io","Developer Tools","sales@highlight.io","https://www.linkedin.com/company/highlightrun/","https://highlight.io","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"650","Hoverify","https://strategic-flow-audit.replit.app/directory/hoverify-650","https://tryhoverify.com","Productivity","hello@tryhoverify.com",,"https://tryhoverify.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"273","Hugging Face","https://strategic-flow-audit.replit.app/directory/hugging-face-273","https://huggingface.co","AI Tools","press@huggingface.co","https://www.linkedin.com/company/huggingface/","https://huggingface.co","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"622","HypeDesk","https://strategic-flow-audit.replit.app/directory/hypedesk-622","https://hypedesk.io","AI Tools","logo@2x.png",,"https://hypedesk.io","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"719","Hyper Notepad","https://strategic-flow-audit.replit.app/directory/hyper-notepad-719","https://hypernotepad.com","Productivity","hello@hypernotepad.com",,"https://hypernotepad.com/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"640","Image Prompts","https://strategic-flow-audit.replit.app/directory/image-prompts-640","https://imageprompts.co","AI Tools","hello@imageprompts.co",,"https://imageprompts.co","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"198","InMinutes","https://strategic-flow-audit.replit.app/directory/inminutes-198","https://inminutes.app/","AI Tools","hello@inminutes.app","https://www.linkedin.com/company/inminutes/","https://inminutes.app/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"250","Inngest","https://strategic-flow-audit.replit.app/directory/inngest-250","https://inngest.com","Other","hello@inngest.com","https://www.linkedin.com/company/inngest/","https://inngest.com/privacy","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"146","Instagram Comments Scraper","https://strategic-flow-audit.replit.app/directory/instagram-comments-scraper-146","https://chromewebstore.google.com/detail/instagram-comments-scrape/hpfnaodfcakdfbnompnfglhjmkoinbfm","Social Media","hello@gmail.com",,"https://chromewebstore.google.com/detail/instagram-comments-scrape/hpfnaodfcakdfbnompnfglhjmkoinbfm","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"211","JobLog","https://strategic-flow-audit.replit.app/directory/joblog-211","https://myjoblog.app/","Other","support@myjoblog.app",,"https://myjoblog.app/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"510","Joobee","https://strategic-flow-audit.replit.app/directory/joobee-510","https://www.joobee.app/","AI Tools","founder@joobee.app",,"https://www.joobee.app/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"644","Krea 2 Image","https://strategic-flow-audit.replit.app/directory/krea-2-image-644","https://krea2.co","AI Tools","support@krea2.co",,"https://krea2.co","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"165","Laike AI","https://strategic-flow-audit.replit.app/directory/laike-ai-165","https://laike.ai","AI Tools","footer_social_contact@laike.ai",,"https://laike.ai","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"478","LangSync","https://strategic-flow-audit.replit.app/directory/langsync-478","https://langsync.ai/","AI Tools","hello@langsync.ai","https://www.linkedin.com/company/langsync-ai/","https://langsync.ai/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"262","Linear","https://strategic-flow-audit.replit.app/directory/linear-262","https://linear.app","Analytics","hello@linear.app","https://www.linkedin.com/in/timqi/","https://linear.app/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"692","LinkPilot","https://strategic-flow-audit.replit.app/directory/linkpilot-692","https://link-pilot.com","AI Tools","gheorghecostin221@gmail.com","https://www.linkedin.com/company/li-pilot/","https://link-pilot.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"217","LiveLingo","https://strategic-flow-audit.replit.app/directory/livelingo-217","https://www.livelingo.io","Other","hello@livelingo.io",,"https://www.livelingo.io","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"114","Lokuma.ai","https://strategic-flow-audit.replit.app/directory/lokuma-ai-114","https://lokuma.ai/","AI Tools","support@lokuma.ai","https://www.linkedin.com/company/lokuma-ai/","https://lokuma.ai/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"269","Loom","https://strategic-flow-audit.replit.app/directory/loom-269","https://loom.com","Other","eudatarep@atlassian.com","https://www.linkedin.com/company/useloom/","https://loom.com/privacy","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"123","LoveTunesAI","https://strategic-flow-audit.replit.app/directory/lovetunesai-123","https://lovetunesai.com/","Other","support@lovetunesai.com",,"https://lovetunesai.com/","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"78","LuminaAudio","https://strategic-flow-audit.replit.app/directory/luminaaudio-78","https://www.luminaaudio.com","Developer Tools","harshdeepsinghdhilllon@gmail.com",,"https://www.luminaaudio.com/contact","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"79","MCP Playground Online","https://strategic-flow-audit.replit.app/directory/mcp-playground-online-79","https://mcpplaygroundonline.com","AI Tools","hello@mcpplaygroundonline.com",,"https://mcpplaygroundonline.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"527","MEANINGS","https://strategic-flow-audit.replit.app/directory/meanings-527","https://meanings.live","Other","support@meanings.live",,"https://meanings.live","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"15","MEDIAPRONET","https://strategic-flow-audit.replit.app/directory/mediapronet-15","https://mediapronet.com","Directories","support@mediapronet.com","https://www.linkedin.com/company/mediapronetsrl/","https://mediapronet.com/about","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"662","Magic Listing AI","https://strategic-flow-audit.replit.app/directory/magic-listing-ai-662","https://www.insightagent.app/magic-listing","AI Tools","support@insightagent.app","https://www.linkedin.com/company/insightagent-app/","https://www.insightagent.app/magic-listing","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
"681","MailSynth","https://strategic-flow-audit.replit.app/directory/mailsynth-681","https://www.mailsynth.com","Other","support@mailsynth.com","https://www.linkedin.com/company/mailsynth/","https://www.mailsynth.com","Sat Aug 01 2026 00:00:00 GMT+0000 (Coordinated Universal Time)","no",
