id,created_at,subject,from,to,cc,bcc,reply_to,last_event,sent_at,scheduled_at,api_key_id,oauth_grant_id
956bdd16-e3b5-4663-887b-569b3f459524,2026-07-26 09:09:50.335569+00,Your AI Visibility Score: 0.0/10 — Strategic Flow,Strategic Flow <noreply@strategicflow.tech>,alex@strategicflow.tech,,,,delivered,2026-07-26 09:09:50.625+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
bf27ecf2-58c3-4801-8f6a-261a2e3c52d5,2026-07-27 14:55:51.21218+00,Your deep dive is ready,Alex at Strategic Flow <alex@strategicflow.tech>,consultantcalatorii@gmail.com,,,,delivered,2026-07-27 14:55:51.51+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
3fe5b722-feba-479f-958f-70ca8ac7269a,2026-07-29 15:00:08.844069+00,The layer most teams skip,Alex at Strategic Flow <alex@strategicflow.tech>,consultantcalatorii@gmail.com,,,,delivered,2026-07-29 15:00:09.252+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
d24bd70c-7356-4055-9473-4a42ad099f17,2026-07-31 12:23:24.922215+00,"Verify you own ""Circle Crop Image"" on Strategic Flow Directory",noreply@strategicflow.tech,owner@circlecropimage.dev,,,,bounced,2026-07-31 12:23:25.289+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
ccaf5ae3-738c-4c8b-bbf6-9c3224ef7049,2026-07-31 15:00:26.665592+00,See the same thinking applied to one email,Alex at Strategic Flow <alex@strategicflow.tech>,consultantcalatorii@gmail.com,,,,delivered,2026-07-31 15:00:26.997+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
2517db58-e3c2-4ca6-8773-41f8be62bbd3,2026-07-31 23:48:51.262686+00,"Verify you own ""SiliForm"" on Strategic Flow Directory",noreply@strategicflow.tech,test@gmail.com,,,,suppressed,2026-07-31 23:48:51.58+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
d2cba77b-7f31-4d5b-a1ad-0038d2fcc70a,2026-08-01 00:01:57.948294+00,"Verify you own ""WHY Audit™"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 00:01:58.29+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
aed17d9c-f535-4741-b3bc-a37c1482f87b,2026-08-01 00:02:32.639651+00,"You've claimed ""WHY Audit™"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 00:02:32.965+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
0df8bcb2-6d3b-4e56-92e7-c85ff805094c,2026-08-01 00:20:54.599816+00,"Verify you own ""Strategic Flow Audit"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 00:20:54.919+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
85478e0d-91a7-48a8-b01a-6036cf478b08,2026-08-01 00:21:13.957951+00,"You've claimed ""Strategic Flow Audit"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 00:21:14.275+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
aaf34cb2-2027-40c9-b855-2b234d83ec3b,2026-08-01 00:37:13.711168+00,"Verify you own ""WHY Audit™"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 00:37:14.04+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
c83b842e-5feb-492f-8bc2-7896734f76db,2026-08-01 00:37:30.790183+00,"You've claimed ""WHY Audit™"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 00:37:31.083+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
bd577b53-0b0b-4450-9d83-a2ba28c88255,2026-08-01 00:58:51.829351+00,"Verify you own ""WHY Audit™"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 00:58:52.162+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
7080dbb6-c651-4e36-ad06-cd7318f46906,2026-08-01 01:05:33.952864+00,"Verify you own ""WHY Audit™"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 01:05:34.268+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
24ee1331-8687-4cc5-a4c2-64c6170af3f1,2026-08-01 01:05:59.297045+00,"You've claimed ""WHY Audit™"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 01:05:59.621+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
7d3ed8cb-9309-451e-b32f-4dc0201e82b7,2026-08-01 01:10:29.393031+00,"Verify you own ""WHY Audit™"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 01:10:29.855+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
e2e3cf12-4009-4d14-a3ce-0a8a0a4a0dfa,2026-08-01 01:10:52.2951+00,"You've claimed ""WHY Audit™"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 01:10:52.651+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
6b8cb22f-ed7c-44cf-a277-420f3dfd30ef,2026-08-01 01:22:15.669302+00,"Verify you own ""Strategic Flow Audit"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 01:22:16.008+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
19765325-2ae7-4642-bcba-8e47ab5738cd,2026-08-01 01:22:32.761251+00,"You've claimed ""Strategic Flow Audit"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 01:22:33.075+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
67c39ea2-f560-4ab7-b822-1ffd39919f1d,2026-08-01 11:31:35.823062+00,"Verify you own ""WHY Audit™"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 11:31:36.116+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
f2d24fa9-845c-4d18-87d2-4e618ed0c0e7,2026-08-01 11:31:54.627729+00,"You've claimed ""WHY Audit™"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 11:31:54.983+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
80b85428-0004-43b3-aab8-4f001ac3c57b,2026-08-01 11:48:59.730248+00,"Verify you own ""WHY Audit™"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 11:49:00.077+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
2cb33573-e94c-411c-9428-d0f6dd81fedb,2026-08-01 11:49:21.943213+00,"You've claimed ""WHY Audit™"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 11:49:22.252+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
b4f56b09-c3c0-4e87-b618-abbcf03c44e1,2026-08-01 11:49:49.965591+00,"Verify you own ""WHY Audit™"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 11:49:50.287+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
19daa78f-1993-4513-a32f-9bee408833e6,2026-08-01 11:50:11.607588+00,"You've claimed ""WHY Audit™"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 11:50:11.926+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
b66794c1-9237-4774-a5df-9704e0490450,2026-08-01 11:59:00.734269+00,"Verify you own ""WHY Audit™"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 11:59:01.037+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
110cc714-1182-49e1-bb33-987daa55bd00,2026-08-01 12:00:48.895537+00,"Verify you own ""WHY Audit™"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 12:00:49.238+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
cbc503af-6dad-43fc-8640-45bd3dd45115,2026-08-01 12:01:33.884039+00,"You've claimed ""WHY Audit™"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 12:01:34.238+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
470b8f19-ec5f-4dd8-947d-82c2d86e21f5,2026-08-01 12:17:43.757808+00,"Verify you own ""Strategic Flow Audit"" on Strategic Flow Directory",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 12:17:44.068+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
43ae01d5-fa7c-42c1-a8f9-76eedcdac7f7,2026-08-01 12:18:02.308096+00,"You've claimed ""Strategic Flow Audit"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategicflow@proton.me,,,,delivered,2026-08-01 12:18:02.635+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
675bba63-e0ca-46a8-b52a-793082802bda,2026-08-02 10:42:34.625749+00,"Verify you own ""1-Click Linux"" on Strategic Flow Directory",noreply@strategicflow.tech,support@1clicklinux.org,,,,delivered,2026-08-02 10:42:34.93+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
5ced9e41-93b7-4e0e-b985-d3e92adb71ee,2026-08-02 10:42:57.798392+00,"You've claimed ""1-Click Linux"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,support@1clicklinux.org,,,,delivered,2026-08-02 10:42:58.093+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
2f8489f7-c4ab-4f10-ac11-93cf38256a55,2026-08-02 18:13:55.769753+00,"Verify you own ""Hayati AI Nexus"" on Strategic Flow Directory",noreply@strategicflow.tech,hayatierptools@gmail.com,,,,delivered,2026-08-02 18:13:56.082+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
ea371994-ed5c-4f99-a019-e1fb5ddbc7f7,2026-08-02 18:14:50.979398+00,"You've claimed ""Hayati AI Nexus"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,hayatierptools@gmail.com,,,,delivered,2026-08-02 18:14:51.306+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
0bb2bd88-aecb-4b11-800f-8cd5a480e3a6,2026-08-03 11:25:42.616463+00,"Verify you own ""QuickEstimate"" on Strategic Flow Directory",noreply@strategicflow.tech,support@quickestimate.io,,,,delivered,2026-08-03 11:25:42.957+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
f50e1e47-64d3-45fd-a629-0d242d252c91,2026-08-03 11:26:02.579455+00,"You've claimed ""QuickEstimate"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,support@quickestimate.io,,,,delivered,2026-08-03 11:26:02.908+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
9e84fd30-32a3-4455-8d89-ccfc57c03db0,2026-08-04 00:12:32.647567+00,Your AI Visibility Score: 0.0/10 — Strategic Flow,Strategic Flow <noreply@strategicflow.tech>,consultantcalatorii@gmail.com,,,,delivered,2026-08-04 00:12:32.965+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
fc5d5385-f9c1-42e3-9be2-8354a6c38212,2026-08-05 01:01:39.851938+00,We already built VIDEO AI ME's ToolIndex page,noreply@strategicflow.tech,support@videoai.me,,,strategicflow@proton.me,bounced,2026-08-05 01:01:40.201+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
2876dabe-da80-43b5-8989-3f3d631e5596,2026-08-05 09:47:03.165682+00,We already built SEObot's ToolIndex page,noreply@strategicflow.tech,john@marsx.dev,,,strategicflow@proton.me,delivered,2026-08-05 09:47:03.478+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
e8a0039a-0a33-42b3-87dd-2ae28c98bd8a,2026-08-05 09:47:04.165246+00,We already built UndetectedGPT's ToolIndex page,noreply@strategicflow.tech,contact@undetectedgpt.ai,,,strategicflow@proton.me,delivered,2026-08-05 09:47:04.486+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
ca994367-7017-49f8-a839-099c9e4d08ae,2026-08-05 09:47:05.010653+00,We already built Qria's ToolIndex page,noreply@strategicflow.tech,hello@qria.io,,,strategicflow@proton.me,delivered,2026-08-05 09:47:05.325+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
6363c462-af42-409a-a6cf-6362dd83bae0,2026-08-05 09:47:05.906337+00,We already built Blix's ToolIndex page,noreply@strategicflow.tech,info@blix.ai,,,strategicflow@proton.me,delivered,2026-08-05 09:47:06.692+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
f71cbe15-8833-4918-b304-a479f8d929ae,2026-08-05 09:47:06.874492+00,We already built Ecommerce Leads's ToolIndex page,noreply@strategicflow.tech,diogo@getecommerceleads.com,,,strategicflow@proton.me,delivered,2026-08-05 09:47:07.223+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
40d76920-19ee-4772-a147-7bd4237406c5,2026-08-05 09:47:07.769705+00,We already built Mini C-Arm's ToolIndex page,noreply@strategicflow.tech,info@minicarm.com,,,strategicflow@proton.me,delivered,2026-08-05 09:47:08.093+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
9925fb43-1973-4f2f-b5c0-82890cc6d566,2026-08-05 09:47:08.668202+00,We already built MailSynth's ToolIndex page,noreply@strategicflow.tech,support@mailsynth.com,,,strategicflow@proton.me,delivered,2026-08-05 09:47:08.966+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
74bda390-6530-4242-8db2-b1416e866e8a,2026-08-05 09:47:09.510422+00,We already built Ruby Chat - AI Roleplay's ToolIndex page,noreply@strategicflow.tech,support@rubychat.app,,,strategicflow@proton.me,delivered,2026-08-05 09:47:10.326+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
ad02be0e-dec0-472d-bf5f-d450eb8004d8,2026-08-05 09:47:10.338391+00,We already built URL2Pin's ToolIndex page,noreply@strategicflow.tech,hello@url2pin.com,,,strategicflow@proton.me,delivered,2026-08-05 09:47:10.66+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
ced84354-2575-42df-bbed-4ab0f849c9e0,2026-08-05 09:47:11.233676+00,We already built The SEO Agent's ToolIndex page,noreply@strategicflow.tech,jeremy@theseoagent.ai,,,strategicflow@proton.me,delivered,2026-08-05 09:47:12.022+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
d34e8a43-035b-4f52-b339-e02b069b53b2,2026-08-05 09:47:12.11901+00,We already built Magic Listing AI's ToolIndex page,noreply@strategicflow.tech,support@insightagent.app,,,strategicflow@proton.me,bounced,2026-08-05 09:47:12.961+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
c59d99b1-66ed-4d7c-a00f-b242f3345e1b,2026-08-05 09:47:13.053433+00,We already built SocialKit's ToolIndex page,noreply@strategicflow.tech,jonathan@socialkit.dev,,,strategicflow@proton.me,delivered,2026-08-05 09:47:13.35+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
42080770-e14c-4c15-b66d-36bd181c4d21,2026-08-05 09:47:14.002978+00,We already built ModelsLab's ToolIndex page,noreply@strategicflow.tech,support@modelslab.com,,,strategicflow@proton.me,delivered,2026-08-05 09:47:14.293+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
c71343cf-5ad3-4642-9ac6-00ca4f747117,2026-08-05 09:47:14.919322+00,We already built Proxied - 5g Proxies's ToolIndex page,noreply@strategicflow.tech,support@proxied.com,,,strategicflow@proton.me,delivered,2026-08-05 09:47:15.903+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
07e9fa86-22b0-4ec6-8a0e-40c1afeaa57e,2026-08-05 09:47:15.82699+00,We already built Shipixen's ToolIndex page,noreply@strategicflow.tech,support@shipixen.com,,,strategicflow@proton.me,delivered,2026-08-05 09:47:16.111+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
068b5deb-9234-4194-82c3-f0c62825f10d,2026-08-05 09:47:16.754282+00,We already built Hoverify's ToolIndex page,noreply@strategicflow.tech,hello@tryhoverify.com,,,strategicflow@proton.me,delivered,2026-08-05 09:47:17.049+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
ba2b5abe-9034-4bd0-98d2-27b7b405002f,2026-08-05 09:47:17.715552+00,We already built feedback.tools's ToolIndex page,noreply@strategicflow.tech,support@feedback.tools,,,strategicflow@proton.me,delivered,2026-08-05 09:47:18.041+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
9af2b424-206b-4d11-8ee8-5303f88e082f,2026-08-05 09:47:18.589684+00,We already built FeaturePulse's ToolIndex page,noreply@strategicflow.tech,alexnsbmr@gmail.com,,,strategicflow@proton.me,delivered,2026-08-05 09:47:18.962+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
b7732f13-43af-4865-8d44-45c304854b6b,2026-08-05 09:47:19.472939+00,We already built ArrayCat's ToolIndex page,noreply@strategicflow.tech,jouni@arraycat.com,,,strategicflow@proton.me,delivered,2026-08-05 09:47:19.795+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
16122031-04ab-420f-b2bd-e9ed490cd212,2026-08-05 09:47:20.325941+00,We already built Webleadr's ToolIndex page,noreply@strategicflow.tech,amin@webleadr.com,,,strategicflow@proton.me,delivered,2026-08-05 09:47:20.649+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
57e136b2-aa2a-4ee8-9015-c7753537c91a,2026-08-05 09:47:21.239082+00,We already built Krea 2 Image's ToolIndex page,noreply@strategicflow.tech,support@krea2.co,,,strategicflow@proton.me,delivered,2026-08-05 09:47:21.571+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
2fdfd0ea-4cea-4241-8fb6-5b8a1f838886,2026-08-05 09:47:22.18374+00,We already built Tweetboost Gif Download's ToolIndex page,noreply@strategicflow.tech,peter@tweetboost.ai,,,strategicflow@proton.me,delivered,2026-08-05 09:47:22.497+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
933d7327-0e6b-4e88-a39f-e6cd747d4bb2,2026-08-05 09:47:23.080068+00,We already built Image Prompts's ToolIndex page,noreply@strategicflow.tech,hello@imageprompts.co,,,strategicflow@proton.me,delivered,2026-08-05 09:47:23.39+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
1a9dc782-2593-4f59-a59f-0ded3aa166f3,2026-08-05 09:47:24.004058+00,We already built HiFun AI's ToolIndex page,noreply@strategicflow.tech,support@hifun.ai,,,strategicflow@proton.me,delivered,2026-08-05 09:47:24.302+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
4ccbcd65-376d-4077-a24c-43bff1771546,2026-08-05 09:47:24.817646+00,We already built MyOG's ToolIndex page,noreply@strategicflow.tech,hboon@myog.social,,,strategicflow@proton.me,delivered,2026-08-05 09:47:25.128+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
976154ab-29f8-4907-8a03-9121fe8b7edd,2026-08-05 10:08:41.584068+00,We already built AIThumbnail.so's ToolIndex page,noreply@strategicflow.tech,sacha@aithumbnail.so,,,strategicflow@proton.me,delivered,2026-08-05 10:08:41.906+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
0c76c8a6-9fe0-40f1-8fa8-2d8e9426aeee,2026-08-05 10:08:42.464872+00,We already built Seedream 5.0's ToolIndex page,noreply@strategicflow.tech,support@seedream5-ai.org,,,strategicflow@proton.me,delivered,2026-08-05 10:08:42.768+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
deb14107-3852-490f-9cde-5f93c1c67ca8,2026-08-05 10:08:43.280962+00,We already built Seline Analytics's ToolIndex page,noreply@strategicflow.tech,kostya@seline.com,,,strategicflow@proton.me,delivered,2026-08-05 10:08:43.639+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
4eccd496-51fe-48c9-af14-75895a75226c,2026-08-05 10:08:47.479494+00,We already built ClickTerm's ToolIndex page,noreply@strategicflow.tech,sales@clickterm.com,,,strategicflow@proton.me,delivered,2026-08-05 10:08:47.797+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
3d2de9ef-7a88-40a3-a98a-85a13a2e7abc,2026-08-05 10:08:48.477576+00,We already built Fokal's ToolIndex page,noreply@strategicflow.tech,hello@fokal.com,,,strategicflow@proton.me,delivered,2026-08-05 10:08:48.79+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
b3a3d812-ed5d-4a16-b6e6-710263c401d7,2026-08-05 10:08:49.441438+00,We already built YacDaddy's ToolIndex page,noreply@strategicflow.tech,james@yacdaddy.com,,,strategicflow@proton.me,delivered,2026-08-05 10:08:49.754+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
5edd5141-db8a-49d5-84af-27f11893c752,2026-08-05 10:08:51.266863+00,We already built SEO Mode's ToolIndex page,noreply@strategicflow.tech,mehrab@seomode.co,,,strategicflow@proton.me,delivered,2026-08-05 10:08:51.592+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
67451ff6-1c3f-4d5a-87c9-7e62ba113981,2026-08-05 10:08:52.252619+00,We already built Sora2 AI's ToolIndex page,noreply@strategicflow.tech,support@sora-2.run,,,strategicflow@proton.me,delivered,2026-08-05 10:08:52.631+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
494a28b6-59b1-4f67-9e7b-fea36f107ffc,2026-08-05 10:08:53.23632+00,We already built ToolZack's ToolIndex page,noreply@strategicflow.tech,support@toolzack.net,,,strategicflow@proton.me,bounced,2026-08-05 10:08:53.623+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
dd2a92c4-9453-4146-8549-6bc45dfc7aab,2026-08-05 10:08:54.187792+00,We already built SongLyricsLab's ToolIndex page,noreply@strategicflow.tech,support@songlyricslab.com,,,strategicflow@proton.me,delivered,2026-08-05 10:08:55.04+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
6347f7ac-cf04-4e56-a8f6-c2651e3354a9,2026-08-05 10:08:55.096207+00,We already built Synplex's ToolIndex page,noreply@strategicflow.tech,info@synplex.dev,,,strategicflow@proton.me,delivered,2026-08-05 10:08:55.406+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
a6a6d2ee-3e0b-41f9-b9be-1c78166536e6,2026-08-05 10:08:56.123589+00,We already built PDFuck's ToolIndex page,noreply@strategicflow.tech,support@mksaas.com,,,strategicflow@proton.me,delivered,2026-08-05 10:08:56.422+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
f027ab4e-1381-4813-83fc-b89dbb3095c7,2026-08-05 10:08:57.06196+00,We already built Action Figure AI Generator's ToolIndex page,noreply@strategicflow.tech,support@actionfiguregenerator.org,,,strategicflow@proton.me,delivered,2026-08-05 10:08:57.389+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
8fd79ce2-cc82-4984-aa16-280b10e855c3,2026-08-05 10:08:57.973222+00,We already built Z-Image's ToolIndex page,noreply@strategicflow.tech,support@z-image.net,,,strategicflow@proton.me,delivered,2026-08-05 10:08:58.274+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
69238ba5-d57d-4c5b-9331-34696cabfd87,2026-08-05 10:08:58.884245+00,We already built bZm Graphics's ToolIndex page,noreply@strategicflow.tech,hello@bzmgraphics.com,,,strategicflow@proton.me,delivered,2026-08-05 10:08:59.21+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
a8a66950-72f9-43bc-8916-6bb304d62497,2026-08-05 10:08:59.812466+00,We already built Pikimov's ToolIndex page,noreply@strategicflow.tech,clement@pikimov.com,,,strategicflow@proton.me,delivered,2026-08-05 10:09:00.119+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
c847af77-de79-4f3b-a61f-3ad77389a6ac,2026-08-05 10:09:00.780031+00,We already built ul0's ToolIndex page,noreply@strategicflow.tech,stablersleet@duck.com,,,strategicflow@proton.me,delivered,2026-08-05 10:09:01.075+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
e1fa403b-2194-400f-9a5d-6f56fc95f02b,2026-08-05 10:09:01.7024+00,We already built GPT Image 2's ToolIndex page,noreply@strategicflow.tech,support@gptimage-2.me,,,strategicflow@proton.me,delivered,2026-08-05 10:09:02.545+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
