listing_id,company_name,email,listing_status,contact_email_status,claim_state,outreach_emailed_at_utc,follow_up_sent_at_utc,follow_up2_sent_at_utc,send_state,contact_email_source
"180","Finzen","hi@finzen.org","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:55.935","","sent_marker","https://finzen.org/"
"181","ArchGee","team@archgee.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:47.044","","sent_marker","https://archgee.com/privacy-policy"
"183","VirWorld AI","support@image-to-video.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://image-to-video.app/privacy"
"185","Unvibe","support@unvibe.site","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:55.525","","sent_marker","https://unvibe.site"
"188","Penpot","support@penpot.app","active","excluded","unclaimed","","","","prepared_not_marked","manual_research"
"189","Hayati AI Nexus","contact@hayatiainexus.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:55.110","","sent_marker","https://www.hayatiainexus.com/"
"190","MySudokuWorld","mysudokuworld@gmail.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:54.656","","sent_marker","https://www.mysudokuworld.com/contact"
"192","AVE","support@tinythings.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:53.810","","sent_marker","https://www.aivideoeditor.app/"
"194","Camprtron","social@camprtron.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:53.407","","sent_marker","https://camprtron.com"
"195","PetMemo","hello@petmemo.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:52.992","","sent_marker","https://www.petmemo.app/contact"
"196","ColdCraft","strategic@hgsstrategic.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:52.590","","sent_marker","https://hgsstrategic.com/coldcraft"
"197","ClashPop","info@clashpop.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:52.195","","sent_marker","https://clashpop.app/"
"198","InMinutes","hello@inminutes.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:51.793","","sent_marker","https://inminutes.app/"
"199","WHY Audit™","alex@strategicflow.tech","active","found","claimed","2026-08-05 13:05:10.030","","","sent_marker","https://strategic-flow-audit.replit.app/why.html"
"200","TPG","hola@jorgearrojo.dev","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:51.376","","sent_marker","https://tpg.jorgearrojo.dev/"
"201","SublimeKeys","hello@sublimearts.io","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:50.977","","sent_marker","https://keys.sublimearts.io"
"202","All MCPs","contact@allmcps.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:07.999","","sent_marker","https://allmcps.com/privacy"
"203","Strategic Flow Audit","strategicflow@proton.me","active","found","claimed","2026-08-05 13:05:07.216","","","sent_marker","https://strategic-flow-audit.replit.app"
"204","QuickEstimate","support@quickestimate.io","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://quickestimate.io/contact"
"205","Briefix","muneebmuhammad444@gmail.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:50.577","","sent_marker","https://www.briefixapp.online/"
"206","ForthWrite","curtis@forthwrite.ai","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:50.115","","sent_marker","https://forthwrite.ai/about"
"207","1-Click Linux","support@1clicklinux.org","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://1clicklinux.org"
"209","CaseFunders","support@casefunders.com","active","found","unclaimed","2026-08-14 13:39:28.647","","","sent_marker","manual_research"
"210","WordSec","info@wordsec.net","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:49.709","","sent_marker","https://wordsec.net/"
"211","JobLog","support@myjoblog.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:49.304","","sent_marker","https://myjoblog.app/"
"213","RayTally","hi@raytally.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:48.906","","sent_marker","https://raytally.com/contact"
"214","Snapchat Planets","contact@snapchatplanetts.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://snapchatplanetts.com/contact"
"215","BeTopSEO","info@betopseo.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:04.236","","sent_marker","https://betopseo.com"
"217","LiveLingo","hello@livelingo.io","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:48.442","","sent_marker","https://www.livelingo.io"
"218","NotchLive","support@tinythings.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:54.233","","sent_marker","https://notchlive.app/privacy"
"219","Rollout","support@getrollout.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:48.033","","sent_marker","https://getrollout.app"
"220","DrillFlow","support@drillflow.de","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://drillflow.de"
"221","base","hello@withbase.ai","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:52.620","","sent_marker","https://withbase.ai"
"222","WaitJi Ai","admin@waitjiai.in","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://waitjiai.in"
"223","FleetStart Radar","digidentai@proton.me","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:47.624","","sent_marker","https://fleetstart.digidentai.com"
"224","Cursor","hi@cursor.com","active","found","unclaimed","2026-08-14 13:39:31.310","","","sent_marker","https://cursor.com/privacy"
"225","Claude","sales@anthropic.com","active","found","unclaimed","2099-01-01 00:00:00.000","","","blocked_or_reserved_not_sent","manual_research"
"228","Runway","press@runwayml.com","active","found","unclaimed","2026-08-05 10:50:54.773","2026-08-14 13:38:47.131","","sent_marker","https://runwayml.com"
"232","Windsurf","hello@windsurf.com","active","found","unclaimed","2026-08-14 13:39:32.155","","","sent_marker","https://windsurf.com/support"
"233","Figma","press@figma.com","active","found","unclaimed","2026-08-14 13:39:32.564","","","sent_marker","https://figma.com/contact"
"236","Spline","help@spline.design","active","found","unclaimed","2026-08-14 13:39:32.978","","","sent_marker","https://spline.design"
"238","Pitch","support@pitch.com","active","found","unclaimed","2026-08-14 13:39:33.382","","","sent_marker","https://pitch.com"
"239","Whimsical","help@whimsical.com","active","found","unclaimed","2026-08-14 13:39:33.784","","","sent_marker","manual_research"
"240","Screen Studio","team@screen.studio","active","found","unclaimed","2026-08-05 10:50:50.214","2026-08-14 13:38:45.857","2026-08-24 08:05:01.660","sent_marker","https://screen.studio"
"244","Resend","delivered@resend.dev","active","found","unclaimed","2026-08-05 10:50:49.379","2026-08-14 13:38:45.397","","sent_marker","https://resend.com"
"245","Railway","team@railway.com","active","found","unclaimed","2026-08-05 10:50:48.452","2026-08-14 13:38:44.991","","sent_marker","https://railway.app"
"246","Upstash","support@upstash.com","active","found","unclaimed","2026-08-05 10:50:47.429","2026-08-14 13:38:44.597","","sent_marker","https://upstash.com/contact"
"249","Trigger.dev","hello@trigger.dev","active","found","unclaimed","2026-08-26 17:21:35.875","","","sent_marker","manual_research"
"250","Inngest","hello@inngest.com","active","found","unclaimed","2026-08-14 13:39:35.029","2026-08-24 08:00:01.305","","sent_marker","https://inngest.com/privacy"
"251","Turso","info@turso.tech","active","found","unclaimed","2026-08-05 10:50:45.727","2026-08-14 13:38:43.624","","sent_marker","https://turso.tech"
"252","PostHog","brian@getposthog.com","active","found","unclaimed","2026-08-14 13:39:35.449","","","sent_marker","https://posthog.com/privacy"
"253","Cal.com","support@cal.com","active","found","unclaimed","2026-08-05 10:50:44.734","2026-08-14 13:38:43.197","","sent_marker","https://cal.com"
"254","Plausible","hello@plausible.io","active","found","unclaimed","2026-08-05 10:50:43.847","2026-08-14 13:38:42.742","","sent_marker","https://plausible.io/contact"
"255","Tally","hello@tally.so","active","found","unclaimed","2026-08-14 13:39:35.846","2026-08-24 08:00:01.818","","sent_marker","https://tally.so/privacy"
"258","Polar","support@polar.sh","active","found","unclaimed","2026-08-05 10:50:43.002","2026-08-14 13:38:42.336","","sent_marker","https://polar.sh"
"260","Highlight","sales@highlight.io","active","found","unclaimed","2026-08-05 10:50:42.073","2026-08-14 13:38:41.936","2026-08-24 08:05:01.051","sent_marker","https://highlight.io"
"262","Linear","hello@linear.app","active","found","unclaimed","2026-08-14 13:39:36.681","","","sent_marker","https://linear.app/contact"
"265","Reflect","support@reflect.app","active","found","unclaimed","2026-08-14 13:39:37.081","","","sent_marker","https://reflect.app/privacy"
"267","Granola","hey@granola.so","active","found","unclaimed","2026-08-05 10:50:41.241","2026-08-14 13:38:41.514","2026-08-24 08:05:00.064","sent_marker","https://granola.so/contact"
"270","Fathom","help@fathom.video","active","found","unclaimed","2026-08-14 13:39:38.851","","","sent_marker","https://fathom.video/support"
"271","Superhuman","press@superhuman.com","active","found","unclaimed","2026-08-05 10:50:40.326","2026-08-14 13:38:41.105","","sent_marker","https://superhuman.com/contact"
"273","Hugging Face","press@huggingface.co","active","found","unclaimed","2026-08-05 10:50:39.424","2026-08-14 13:38:40.688","","sent_marker","https://huggingface.co"
"275","Bubble","partnerships@bubble.io","active","found","unclaimed","2026-08-26 17:21:36.284","","","sent_marker","manual_research"
"279","Netlify","support@netlify.com","active","found","unclaimed","2026-08-14 13:39:40.492","","","sent_marker","https://netlify.com/support"
"280","Postman","info@postman.com","active","found","unclaimed","2026-08-05 10:50:38.505","2026-08-14 13:38:40.263","","sent_marker","https://postman.com/contact"
"438","VEDA","careers@samta.ai","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:45.392","","sent_marker","https://samta.ai/privacy-policy"
"440","Quick Note Tab","manajerry@yahht.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:39.840","","sent_marker","https://quicknotetab.com/contact"
"441","AI ATS Checker","support@aiatschecker.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://aiatschecker.com/contact"
"442","Ruler.im","help@specterr.com","active","excluded","unclaimed","","","","prepared_not_marked","manual_research"
"443","AI Remove Text","support@remove-text.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:39.342","","sent_marker","https://remove-text.com/"
"451","Picoo","support@picooai.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:38.942","","sent_marker","https://picooai.com/"
"452","CustomSong","support@customsong.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:38.525","","sent_marker","https://customsong.app"
"458","Nano Banana Video","support@nanabanana.video","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:38.125","","sent_marker","https://nanabanana.video"
"460","NooneWeb3Wallet","support@noone.io","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:37.699","","sent_marker","https://noone.io/"
"464","LitVideo","support@litmedia.ai","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://www.litmedia.ai/support"
"465","Rawpixel","contact@rawpixel.com","active","found","unclaimed","2026-08-14 13:39:41.301","2026-08-24 08:00:02.340","","sent_marker","https://www.rawpixel.com/about"
"469","Nano Banana 2 pro","hello@nano2.net","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:37.300","","sent_marker","https://nano2.net/contact"
"475","BudgetNest","hello@budgetnest.uk","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:47.473","","sent_marker","https://www.budgetnest.uk/"
"476","MuseCraft AI","support@musecraft.ai","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://musecraft.ai"
"478","LangSync","hello@langsync.ai","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:46.231","","sent_marker","https://langsync.ai/"
"481","QWQ AI","contact@qwq32.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:59.302","","sent_marker","https://qwq32.com/"
"482","Dpboss","support@sattamatkadpboss.mobi","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://sattamatkadpboss.co/"
"485","best ai image prompt  gallery","support@yooprompt.org","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://yooprompt.org/privacy-policy"
"493","eSideHustles","hi@odehahwal.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:45.822","","sent_marker","https://esidehustles.com"
"495","BG Remove Pro","support@bgremovepro.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://bgremovepro.com"
"496","Asmrvideo","hi@asmrvideo.ai","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:51.332","","sent_marker","https://asmrvideo.ai"
"503","watchflow","info@technologycircle.io","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:55.117","","sent_marker","https://www.watchflow.io"
"505","v04 ai","support@v04ai.org","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://www.v04ai.org"
"506","AI Coloring Page","support@aicolor.page","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://aicolor.page"
"507","Open Game","support@opengame.app","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://opengame.app/"
"508","FormFlux","support@formflux.io","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://formflux.io"
"510","Joobee","founder@joobee.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:44.993","","sent_marker","https://www.joobee.app/"
"511","AI Song Maker","hello@aisongmaker.top","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:46.644","","sent_marker","https://aisongmaker.top/"
"512","Device Mockup Generator","hello@toolfame.com","active","found","unclaimed","2026-08-26 17:21:36.693","","","sent_marker","manual_research"
"522","Aepto – AI Domain Monitoring","sales@aepto.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:00.103","","sent_marker","https://aepto.com"
"523","PortBackLinks","support@portbacklinks.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://portbacklinks.com/"
"526","Time","info@menubartime.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:01.313","","sent_marker","https://menubartime.com"
"527","MEANINGS","support@meanings.live","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://meanings.live"
"528","TalkToSoul","support@talktosoul.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:36.800","","sent_marker","https://talktosoul.com/"
"530","Intermittent Fasting Calculator","support@intermittentfastingcalculator.org","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://intermittentfastingcalculator.org/contact"
"532","GPT Image 2","support@image2maker.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:36.336","","sent_marker","https://image2maker.com/"
"534","ul0","stablersleet@duck.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:35.523","","sent_marker","https://ul0.site/contact"
"539","Pikimov","clement@pikimov.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:35.098","","sent_marker","https://pikimov.com/"
"541","bZm Graphics","hello@bzmgraphics.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:34.693","","sent_marker","https://www.bzmgraphics.com/"
"542","Z-Image","support@z-image.net","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:34.299","","sent_marker","https://z-image.net"
"543","Twillot","twillot@outlook.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:50.935","","sent_marker","https://www.twillot.com/"
"547","Action Figure AI Generator","support@actionfiguregenerator.org","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:33.903","","sent_marker","https://actionfiguregenerator.org"
"555","Sluqe","support@sluqe.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://www.sluqe.com/"
"561","GenSong","support@gensong.ai","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://gensong.ai/"
"562","Autelpilot","sales@autelpilot.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:48.298","","sent_marker","https://autelpilot.com/"
"565","CineThink","support@seedance2video.pro","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://seedance2video.pro/"
"566","Seedream 6.0","support@mockuplabs.ai","active","excluded","unclaimed","","","","prepared_not_marked","manual_research"
"567","Flux Kontext AI","support@kontext-ai.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://kontext-ai.com/"
"573","Eleidon","support@eleidon.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://eleidon.com"
